"item_id","initially_scraped","user_id","title","currency_symbol","price","description","brand","label","size","gender","color1","status","photos","catalog_id","url","reserved_for_user_id","favourites","view_count","is_admin_alerted","active_bid_count"
"2204591179","2022-09-27 13:20:37.309467","79562987","Vintage Minikleid/ negligee hellblau mit Blumen stickerei, durchsichtig ","€","39.00 ","Hat ein winziges Fleck hinten

!!VERSENDE AM NÄCHSTEN TAG!!

mehrere Artikel Kaufen = Rabatt bekommen:)

Antworte alle Fragen!

corsage korsage korsett negligee dessous valentinstag valentines day spagegttitop vintagetop vintagecorsage vintagekorsett 3 maria berlin berlinstyle crop spitze spitzentop lingerie unterwäsche sexy cute transparent jordan uo princess mini sommer euphoria rue jules maddy tiktok angel angelic bratz barbie doll mall fairy fee cottage suisses cottagecore milkmaid low rise cargo prom bimbo feminin goth grunge deconstructed  coquette dollette dollz demonic goth mallgoth abiballkleid abschluss","Vintage","Vintage","S / 36 / 8","male","Turquoise","Very good","x","178","https://www.vinted.de/women/clothes/dresses/mini-dresses/2204591179-vintage-minikleid-negligee-hellblau-mit-blumen-stickerei-durchsichtig",,"7","92","False","0"
"2201771029","2022-09-27 13:20:37.309475","79562987","Vintage Mesh Mini Kleid mit Rosen muster ","€","39.00 ","Durchsichtig! Stretchy, Träger sind verstellbar.



!!VERSENDE AM NÄCHSTEN TAG!!

mehrere Artikel Kaufen = Rabatt bekommen:)

Antworte alle Fragen!

corsage korsage korsett negligee dessous valentinstag valentines day spagegttitop vintagetop vintagecorsage vintagekorsett 3 maria berlin berlinstyle crop spitze spitzentop lingerie unterwäsche sexy cute transparent jordan uo princess mini sommer euphoria rue jules maddy tiktok angel angelic bratz barbie doll mall fairy fee cottage suisses cottagecore milkmaid low rise cargo prom bimbo feminin goth grunge deconstructed  coquette dollette dollz demonic goth mallgoth abiballkleid abschluss","Vintage","Vintage","S / 36 / 8","male","Beige","Very good","x","178","https://www.vinted.de/women/clothes/dresses/mini-dresses/2201771029-vintage-mesh-mini-kleid-mit-rosen-muster",,"27","116","False","0"
"2198825438","2022-09-27 13:20:37.309480","79562987","Süßes lila cami Top mit Spitze ","€","29.00 ","Stretchy, nicht gecropped, Träger sind verstellbar


!!VERSENDE AM NÄCHSTEN TAG!!

mehrere Artikel Kaufen = Rabatt bekommen:)

Antworte alle Fragen!

corsage korsage korsett negligee dessous valentinstag valentines day spagegttitop vintagetop vintagecorsage vintagekorsett 3 maria berlin berlinstyle crop spitze spitzentop lingerie unterwäsche sexy cute transparent jordan uo princess mini sommer euphoria rue jules maddy tiktok angel angelic bratz barbie doll mall fairy fee cottage suisses cottagecore milkmaid low rise cargo prom bimbo feminin goth grunge deconstructed  coquette dollette dollz demonic goth mallgoth abiballkleid abschluss","Vintage","Vintage","S / 36 / 8","male","Purple","Very good","x","14","https://www.vinted.de/women/clothes/tops-and-t-shirts/camis/2198825438-susses-lila-cami-top-mit-spitze",,"60","252",,"1"
"2198227282","2022-09-27 13:20:37.309485","79562987","Super schönes weißes spitzen corset top ","€","49.00 ","70C, mit Hackenverschlusse hinten


!!VERSENDE AM NÄCHSTEN TAG!!

mehrere Artikel Kaufen = Rabatt bekommen:)

Antworte alle Fragen!

corsage korsage korsett negligee dessous valentinstag valentines day spagegttitop vintagetop vintagecorsage vintagekorsett 3 maria berlin berlinstyle crop spitze spitzentop lingerie unterwäsche sexy cute transparent jordan uo princess mini sommer euphoria rue jules maddy tiktok angel angelic bratz barbie doll mall fairy fee cottage suisses cottagecore milkmaid low rise cargo prom bimbo feminin goth grunge deconstructed  coquette dollette dollz demonic goth mallgoth abiballkleid abschluss","true vintage","true vintage","XS / 34 / 6","male","White","Very good","x","228","https://www.vinted.de/women/clothes/tops-and-t-shirts/other-tops-and-t-shirts/2198227282-super-schones-weisses-spitzen-corset-top",,"31","228",,"0"
"2192196618","2022-09-27 13:20:37.309489","79562987","Vive Maria Baumwolle Top","€","55.00 ","Mit Mesh an dem Brustteil, gelb und schwarz. Mit Monogramm 'VM', stretchy, Größenetikett ist leider rausgeschnitten, muss aber M sein


!!VERSENDE AM NÄCHSTEN TAG!!

mehrere Artikel Kaufen = Rabatt bekommen:)

Antworte alle Fragen!

corsage korsage korsett negligee dessous valentinstag valentines day spagegttitop vintagetop vintagecorsage vintagekorsett 3 maria berlin berlinstyle crop spitze spitzentop lingerie unterwäsche sexy cute transparent jordan uo princess mini sommer euphoria rue jules maddy tiktok angel angelic bratz barbie doll mall fairy fee cottage suisses cottagecore milkmaid low rise cargo prom bimbo feminin goth grunge deconstructed  coquette dollette dollz demonic goth mallgoth abiballkleid abschluss ","Vive Maria","Vive Maria","M / 38 / 10","male","Black","Very good","x","14","https://www.vinted.de/women/clothes/tops-and-t-shirts/camis/2192196618-vive-maria-baumwolle-top",,"15","154","False","1"
"2181638771","2022-09-27 13:20:37.309494","79562987","Fee mesh Lila Kleid doppellagig ","€","49.00 ","Stretchy! Träger sind nicht verstellbar.


!!VERSENDE AM NÄCHSTEN TAG!!

mehrere Artikel Kaufen = Rabatt bekommen:)

Antworte alle Fragen!

corsage korsage korsett negligee dessous valentinstag valentines day spagegttitop vintagetop vintagecorsage vintagekorsett 3 maria berlin berlinstyle crop spitze spitzentop lingerie unterwäsche sexy cute transparent jordan uo princess mini sommer euphoria rue jules maddy tiktok angel angelic bratz barbie doll mall fairy fee cottage suisses cottagecore milkmaid low rise cargo prom bimbo feminin goth grunge deconstructed  coquette dollette dollz demonic goth mallgoth abiballkleid abschluss ","Vintage","Vintage","XS / 34 / 6","male","Purple","Very good","x","1065","https://www.vinted.de/women/clothes/dresses/summer-dresses/2181638771-fee-mesh-lila-kleid-doppellagig",,"14","69","False","0"
"2181588586","2022-09-27 13:20:37.309499","79562987","Schwarzes Mesh cami top mit Stickerei ","€","15.00 ","!!VERSENDE AM NÄCHSTEN TAG!!

mehrere Artikel Kaufen = Rabatt bekommen:)

Antworte alle Fragen!

corsage korsage korsett negligee dessous valentinstag valentines day spagegttitop vintagetop vintagecorsage vintagekorsett 3 maria berlin berlinstyle crop spitze spitzentop lingerie unterwäsche sexy cute transparent jordan uo princess mini sommer euphoria rue jules maddy tiktok angel angelic bratz barbie doll mall fairy fee cottage suisses cottagecore milkmaid low rise cargo prom bimbo feminin goth grunge deconstructed  coquette dollette dollz demonic goth mallgoth abiballkleid abschluss ","Vintage","Vintage","M / 38 / 10","male","Black","Very good","x","14","https://www.vinted.de/women/clothes/tops-and-t-shirts/camis/2181588586-schwarzes-mesh-cami-top-mit-stickerei",,"51","235",,"1"
"2181130274","2022-09-27 13:20:37.309504","79562987","Beige Cami Top durchsichtig, stretchy ","€","25.00 ","!!VERSENDE AM NÄCHSTEN TAG!!

mehrere Artikel Kaufen = Rabatt bekommen:)

Antworte alle Fragen!

corsage korsage korsett negligee dessous valentinstag valentines day spagegttitop vintagetop vintagecorsage vintagekorsett 3 maria berlin berlinstyle crop spitze spitzentop lingerie unterwäsche sexy cute transparent jordan uo princess mini sommer euphoria rue jules maddy tiktok angel angelic bratz barbie doll mall fairy fee cottage suisses cottagecore milkmaid low rise cargo prom bimbo feminin goth grunge deconstructed  coquette dollette dollz demonic goth mallgoth abiballkleid abschluss ","Vintage","Vintage","S / 36 / 8","male","Beige","Very good","x","14","https://www.vinted.de/women/clothes/tops-and-t-shirts/camis/2181130274-beige-cami-top-durchsichtig-stretchy",,"50","206",,"0"
"2180666069","2022-09-27 13:20:37.309508","79562987","Weißes Mesh cami top mit rosen muster und spitze","€","23.00 ","Sehr zart und romantisch, stretchy

!!VERSENDE AM NÄCHSTEN TAG!!


mehrere Artikel Kaufen = Rabatt bekommen:)

Antworte alle Fragen!

corsage korsage korsett negligee dessous valentinstag valentines day spagegttitop vintagetop vintagecorsage vintagekorsett 3 maria berlin berlinstyle crop spitze spitzentop lingerie unterwäsche sexy cute transparent jordan uo princess mini sommer euphoria rue jules maddy tiktok angel angelic bratz barbie doll mall fairy fee cottage suisses cottagecore milkmaid low rise cargo prom bimbo feminin goth grunge deconstructed  coquette dollette dollz demonic goth mallgoth abiballkleid abschluss 

","Vintage","Vintage","M / 38 / 10","male","Red","Very good","x","14","https://www.vinted.de/women/clothes/tops-and-t-shirts/camis/2180666069-weisses-mesh-cami-top-mit-rosen-muster-und-spitze",,"20","89",,"0"
"2172966956","2022-09-27 13:20:37.309513","79562987","Y2K Kleid mit perlen asymmetrisch","€","59.00 ","Leicht durchsichtig 


!!VERSENDE AM NÄCHSTEN TAG!!


mehrere Artikel Kaufen = Rabatt bekommen:)

Antworte alle Fragen!

corsage korsage korsett negligee dessous valentinstag valentines day spagegttitop vintagetop vintagecorsage vintagekorsett 3 maria berlin berlinstyle crop spitze spitzentop lingerie unterwäsche sexy cute transparent jordan uo princess mini sommer euphoria rue jules maddy tiktok angel angelic bratz barbie doll mall fairy fee cottage suisses cottagecore milkmaid low rise cargo prom bimbo feminin goth grunge deconstructed  coquette dollette dollz demonic goth mallgoth abiballkleid abschluss 

","Vintage","Vintage","S / 36 / 8","male","Black","Very good","x","1778","https://www.vinted.de/women/clothes/dresses/special-occasion-dresses/evening-dresses/2172966956-y2k-kleid-mit-perlen-asymmetrisch",,"34","313","False","0"
"2172772230","2022-09-27 13:20:37.309519","79562987","Kookaï Mesh cami top Patchwork xs/s","€","39.00 ","Wie neu, nie getragen

!!VERSENDE AM NÄCHSTEN TAG!!


mehrere Artikel Kaufen = Rabatt bekommen:)

Antworte alle Fragen!

corsage korsage korsett negligee dessous valentinstag valentines day spagegttitop vintagetop vintagecorsage vintagekorsett 3 maria berlin berlinstyle crop spitze spitzentop lingerie unterwäsche sexy cute transparent jordan uo princess mini sommer euphoria rue jules maddy tiktok angel angelic bratz barbie doll mall fairy fee cottage suisses cottagecore milkmaid low rise cargo prom bimbo feminin goth grunge deconstructed  coquette dollette dollz demonic goth mallgoth abiballkleid abschluss 

","Vintage","Vintage","S / 36 / 8","male","Apricot","Very good","x","14","https://www.vinted.de/women/clothes/tops-and-t-shirts/camis/2172772230-kookai-mesh-cami-top-patchwork-xss",,"29","172",,"0"
"2169577101","2022-09-27 13:20:37.309524","79562987","Y2K lila und schwarz spitzen corset top ","€","29.00 ","Unten stretchy, hinten mit Hackenverschlusse 


!!VERSENDE AM NÄCHSTEN TAG!!

mehrere Artikel Kaufen = Rabatt bekommen:)

Antworte alle Fragen!

corsage korsage korsett negligee dessous valentinstag valentines day spagegttitop vintagetop vintagecorsage vintagekorsett 3 maria berlin berlinstyle crop spitze spitzentop lingerie unterwäsche sexy cute transparent jordan uo princess mini sommer euphoria rue jules maddy tiktok angel angelic bratz barbie doll mall fairy fee cottage suisses cottagecore milkmaid low rise cargo prom bimbo feminin goth grunge deconstructed  coquette dollette dollz demonic goth mallgoth abiballkleid abschluss","Vintage","Vintage","M / 38 / 10","male","Black","Very good","x","14","https://www.vinted.de/women/clothes/tops-and-t-shirts/camis/2169577101-y2k-lila-und-schwarz-spitzen-corset-top",,"15","72",,"0"
"2168216862","2022-09-27 13:20:37.309529","79562987","Blaue Mesh corset top mit Blumen stickerei und hacken vorne","€","45.00 ","80B/85A/75C

Achsel zu Saum 23 cm 
Mitte zu Saum(wo hacken sind) 19 cm
Achsel zu Achsel 38 cm

!!VERSENDE AM NÄCHSTEN TAG!!

mehrere Artikel Kaufen = Rabatt bekommen:)

Antworte alle Fragen!

corsage korsage korsett negligee dessous valentinstag valentines day spagegttitop vintagetop vintagecorsage vintagekorsett 3 maria berlin berlinstyle crop spitze spitzentop lingerie unterwäsche sexy cute transparent jordan uo princess mini sommer euphoria rue jules maddy tiktok angel angelic bratz barbie doll mall fairy fee cottage suisses cottagecore milkmaid low rise cargo prom bimbo feminin goth grunge deconstructed  coquette dollette dollz demonic goth mallgoth abiballkleid abschluss

!!VERSENDE AM NÄCHSTEN TAG!!


mehrere Artikel Kaufen = Rabatt bekommen:)

Antworte alle Fragen!

corsage korsage korsett negligee dessous valentinstag valentines day spagegttitop vintagetop vintagecorsage vintagekorsett 3 maria berlin berlinstyle crop spitze spitzentop lingerie unterwäsche sexy cute transparent jordan uo princess mini sommer euphoria rue jules maddy tiktok angel angelic bratz barbie doll mall fairy fee cottage suisses cottagecore milkmaid low rise cargo prom bimbo feminin goth grunge deconstructed  coquette dollette dollz demonic goth mallgoth abiballkleid abschluss 

","Vintage","Vintage","M / 38 / 10","male","Blue","Very good","x","1041","https://www.vinted.de/women/clothes/tops-and-t-shirts/crop-tops/2168216862-blaue-mesh-corset-top-mit-blumen-stickerei-und-hacken-vorne",,"49","276",,"1"
"2166748140","2022-09-27 13:20:37.309533","79562987","Vintage Hennes collection maxi kleid","€","35.00 ","Reißverschluss hinten, S/M, nicht stretchy


!!VERSENDE AM NÄCHSTEN TAG!!


mehrere Artikel Kaufen = Rabatt bekommen:)

Antworte alle Fragen!

corsage korsage korsett negligee dessous valentinstag valentines day spagegttitop vintagetop vintagecorsage vintagekorsett 3 maria berlin berlinstyle crop spitze spitzentop lingerie unterwäsche sexy cute transparent jordan uo princess mini sommer euphoria rue jules maddy tiktok angel angelic bratz barbie doll mall fairy fee cottage suisses cottagecore milkmaid low rise cargo prom bimbo feminin goth grunge deconstructed  coquette dollette dollz demonic goth mallgoth abiballkleid abschluss
","Vintage","Vintage","M / 38 / 10","male","Red","Very good","x","1055","https://www.vinted.de/women/clothes/dresses/long-dresses/2166748140-vintage-hennes-collection-maxi-kleid",,"2","83","False","0"
"2160191624","2022-09-27 13:20:37.309538","79562987","Lingerie Top von Hunkemöller hellblau mit brauner spitze, durchsichtig ","€","25.00 ","Super süß 


!!VERSENDE AM NÄCHSTEN TAG!!


mehrere Artikel Kaufen = Rabatt bekommen:)

Antworte alle Fragen!

corsage korsage korsett negligee dessous valentinstag valentines day spagegttitop vintagetop vintagecorsage vintagekorsett 3 maria berlin berlinstyle crop spitze spitzentop lingerie unterwäsche sexy cute transparent jordan uo princess mini sommer euphoria rue jules maddy tiktok angel angelic bratz barbie doll mall fairy fee cottage suisses cottagecore milkmaid low rise cargo prom bimbo feminin goth grunge deconstructed  coquette dollette dollz demonic goth mallgoth abiballkleid abschluss
","Hunkemöller","Hunkemöller","S / 36 / 8","male","Brown","Very good","x","14","https://www.vinted.de/women/clothes/tops-and-t-shirts/camis/2160191624-lingerie-top-von-hunkemoller-hellblau-mit-brauner-spitze-durchsichtig",,"14","115","False","0"
"2156962189","2022-09-27 13:20:37.309543","79562987","Save the queen langarm Shirt ","€","59.00 ","Wie neu

!!VERSENDE AM NÄCHSTEN TAG!!


mehrere Artikel Kaufen = Rabatt bekommen:)

Antworte alle Fragen!

corsage korsage korsett negligee dessous valentinstag valentines day spagegttitop vintagetop vintagecorsage vintagekorsett 3 maria berlin berlinstyle crop spitze spitzentop lingerie unterwäsche sexy cute transparent jordan uo princess mini sommer euphoria rue jules maddy tiktok angel angelic bratz barbie doll mall fairy fee cottage suisses cottagecore milkmaid low rise cargo prom bimbo feminin goth grunge deconstructed  coquette dollette dollz demonic goth mallgoth abiballkleid abschluss
","*Save the Queen!*","*Save the Queen!*","M / 38 / 10","male","Beige","Very good","x","224","https://www.vinted.de/women/clothes/tops-and-t-shirts/long-sleeved-tops/2156962189-save-the-queen-langarm-shirt",,"8","106","False","0"
"2154038396","2022-09-27 13:20:37.309548","79562987","Vintage Simone perele spitzen corset top ","€","49.00 ","75B/70C

!!VERSENDE AM NÄCHSTEN TAG!!


mehrere Artikel Kaufen = Rabatt bekommen:)

Antworte alle Fragen!

corsage korsage korsett negligee dessous valentinstag valentines day spagegttitop vintagetop vintagecorsage vintagekorsett 3 maria berlin berlinstyle crop spitze spitzentop lingerie unterwäsche sexy cute transparent jordan uo princess mini sommer euphoria rue jules maddy tiktok angel angelic bratz barbie doll mall fairy fee cottage suisses cottagecore milkmaid low rise cargo prom bimbo feminin goth grunge deconstructed  coquette dollette dollz demonic goth mallgoth abiballkleid abschluss
","Vintage","Vintage","S / 36 / 8","male","Black","Very good","x","1041","https://www.vinted.de/women/clothes/tops-and-t-shirts/crop-tops/2154038396-vintage-simone-perele-spitzen-corset-top",,"34","206",,"0"
"2135622663","2022-09-27 13:20:37.309552","79562987","Schwarzes Mesh corset top mit Blumen stickerei","€","59.00 ","!!VERSENDE AM NÄCHSTEN TAG!!


mehrere Artikel Kaufen = Rabatt bekommen:)

Antworte alle Fragen!

corsage korsage korsett negligee dessous valentinstag valentines day spagegttitop vintagetop vintagecorsage vintagekorsett 3 maria berlin berlinstyle crop spitze spitzentop lingerie unterwäsche sexy cute transparent jordan uo princess mini sommer euphoria rue jules maddy tiktok angel angelic bratz barbie doll mall fairy fee cottage suisses cottagecore milkmaid low rise cargo prom bimbo feminin goth grunge deconstructed  coquette dollette dollz demonic goth mallgoth abiballkleid abschluss","Vintage","Vintage","S / 36 / 8","male","Black","Very good","x","1041","https://www.vinted.de/women/clothes/tops-and-t-shirts/crop-tops/2135622663-schwarzes-mesh-corset-top-mit-blumen-stickerei",,"25","178",,"0"
"2135614988","2022-09-27 13:20:37.309557","79562987","True vintage weißes corset top ","€","35.00 ","!!VERSENDE AM NÄCHSTEN TAG!!


mehrere Artikel Kaufen = Rabatt bekommen:)

Antworte alle Fragen!

corsage korsage korsett negligee dessous valentinstag valentines day spagegttitop vintagetop vintagecorsage vintagekorsett 3 maria berlin berlinstyle crop spitze spitzentop lingerie unterwäsche sexy cute transparent jordan uo princess mini sommer euphoria rue jules maddy tiktok angel angelic bratz barbie doll mall fairy fee cottage suisses cottagecore milkmaid low rise cargo prom bimbo feminin goth grunge deconstructed  coquette dollette dollz demonic goth mallgoth abiballkleid abschluss","Vintage","Vintage","M / 38 / 10","male","White","Very good","x","14","https://www.vinted.de/women/clothes/tops-and-t-shirts/camis/2135614988-true-vintage-weisses-corset-top",,"41","397",,"0"
